ID,tx_hash,rule_id_1,similarity_1,rule_name_1,rule_id_2,similarity_2,rule_name_2,count
8138,0xa3f5eb0f1ddbe28d5b2f137a1613a867a100830d4c6af80004c2ac8e77066b07,521,0.4285714285714286,EEE,404,0.4117647058823529,ElasticSwap,152
182,0xf80dd22cdf3886fc75a881b2087a54effed63b72d3e6607dfc6f47a8f7f03b12,5,0.4285714285714286,SpaceGodzilla,2,0.3846153846153846,GPU,1052
2991,0x9bb082c0e0591f234ea5f3fa6d6f88e931d4659cba2d29653af82bf40d4962da,189,0.4285714285714286,TransitSwap,75,0.375,Miner,708
4541,0xbd9a72fb1b81e4b9856a12238ba132e1ce89e2a9d569d2e509e290b94909924c,316,0.4285714285714286,Upswing,342,0.4,Discover,187
4259,0x58acf4b838cca4763743ebab7847de08f5cc980fd7fb055ba8dbbea753b1603f,298,0.4285714285714286,Swapos,279,0.4285714285714286,MEV,456
2420,0xa82020fef825db51fe2843639e06a9a008978646cf96764d945797056892fd8a,136,0.4285714285714286,RabbyWallet,131,0.4285714285714286,Opyn,293
6500,0x4f5fbee3841be2b28184e829afea0d875524634bbbb9e63f597c9daf5ed70c87,436,0.4285714285714286,LQDX,200,0.4285714285714286,FiberRouter,1772
669,0xb6792092c9b053c5d5eefb04ac9743656c6214608e78dabb8ec09038020f39ae,38,0.4285714285714286,DFS,33,0.4210526315789473,Snood,333
6341,0xecc6b4cad9040461c4d57b0e8d4cff402c43623fb4dd7d74d9e256fd519b8979,432,0.4285714285714286,PANDORA,298,0.2857142857142857,Swapos,20065
909,0xd2702517e7c8d4046d6c36c25e409c1a73a95fa41057e9226e3573dd35157a02,56,0.4230769230769231,XST,30,0.4074074074074074,NovaXM2E,321
43,0xeed52fa08932c9a067fb890fa903184cf09947576024ce3cc44210d76946d3ba,2,0.4230769230769231,GPU,27,0.4074074074074074,BNB48MEVBot,160
2382,0x807af3f0f1c60ba92c01baf531db24324864bcc6d247f05b0367b38dcc88d83a,130,0.4230769230769231,Binemon,30,0.4074074074074074,NovaXM2E,216
427,0xdb3e72c1f29fb0be4e538c1119672396ff97385247ad2b7a6ea03cee3421ab06,24,0.4210526315789473,Uerii,40,0.368421052631579,GHT,424
3137,0xe5d2e024089a7d54d720c47de86529ccddff5e2cb6ee846ca45792c2b64761f7,204,0.4210526315789473,DeezNutz404,436,0.4,LQDX,215
2224,0x5afcb2ba78b7481cda48751456958cd1a8605bce66781526ca74b11263e4cb3a,120,0.4210526315789473,Utopia,23,0.4,BXH,259
7047,0xd47a96c3d827e8fca34ed3c96f7feb616cdc110c29db7125e4f0b96b21000541,466,0.4210526315789473,Juice,436,0.4117647058823529,LQDX,2111
5150,0x0b6a1c291634d681fc5600110ac8d374eeab2f4a7b23c933a09d7f2da63b052a,364,0.4210526315789473,GFA,270,0.3157894736842105,STRAC,152
6296,0xaa1036cfabb54f5008ab5f9646bae83876969b99e762e4eb6f27afd44b70700a,428,0.4210526315789473,Sushi,310,0.3888888888888888,HCT,954
6498,0xa3fd6eba90852214fb60a4e08bf4b5fe7d530301d351af2eb4f37e80ccf05d3a,436,0.4210526315789473,LQDX,417,0.4210526315789473,DKP,1152
3331,0xa26a144a891180df34f31452611c240b3a0ca3ed0dc455f465912a83b54bdde4,217,0.4210526315789473,BDEX,333,0.4,WIFCOIN,672
6340,0x1010f11adce5a335503caf385899772a0b8bcd5c173639aaa3670d03b25f9c2d,432,0.4166666666666666,PANDORA,248,0.4166666666666666,FAPEN,380
1239,0xba2549ae5943461c691cef242493bd7c2399ec82355a3143bde0e7b9d1df52f3,75,0.4166666666666666,Miner,519,0.3333333333333333,TSURU,6821
5890,0xcb4e4cf4d3a367f85de247e19e64d4b94913e73fcd7286db46e7d034591a0a0b,407,0.4166666666666666,DN404,398,0.3529411764705882,IT,172
6318,0x27135a718026967b28f59f060957b4e0b129f8426a03f4c3d03ea47075453b45,431,0.4166666666666666,ARK,168,0.4166666666666666,MetaDragon,999
3774,0xe0dfd79481dc9e05cf4d6e60d49db884e661d351621c046c25acf56b384cc648,248,0.4166666666666666,FAPEN,32,0.3571428571428571,LW,2062
708,0x7b45f3c08c0d0e845fa5c5b0a2789fd14630d8a5fbaf5ab0bfc0793f13aa617c,40,0.4166666666666666,GHT,333,0.3,WIFCOIN,779
6497,0x391cd327e076cada6dde30b4830b6ed851a1f6804677c8541e9329b59188da11,436,0.4166666666666666,LQDX,5,0.4166666666666666,SpaceGodzilla,1303
5688,0x96de96d25cc279285d316925c4dceea23158d1bfa1976a98833248f475ad1811,395,0.4166666666666666,LPC,342,0.4166666666666666,Discover,310
3870,0x9e3ac59a54749efa50a6f3627bd02801e7d6e8f684dcc81739c97cfd22ea9502,260,0.4166666666666666,Paraswap,75,0.4166666666666666,Miner,428
2718,0x32188d3018ce2fcc6fbac1fa862c9d6913b39166626fa11fdab74c63934df0bb,164,0.4166666666666666,JokInTheBox,333,0.375,WIFCOIN,523
2468,0x412201133a23882a737a25551da3fe7a3d96b36cc0d4cb5dbcab74dc17c6478c,143,0.4166666666666666,Uranium,75,0.4166666666666666,Miner,811
2982,0x918b304ae097542ae315729a2e1bf16ea2103be5072c43fa8a2e995f9834ca0a,188,0.4166666666666666,SHOCO,143,0.4166666666666666,Uranium,1852
7121,0xe397e35e4aa14effd2ad5b9c258f21e8db403638b46e9cbac8e9a08d458aa20b,471,0.4117647058823529,LocalTrader,515,0.3529411764705882,BNBX,237
3265,0xa693eb364e3aeb2911433c265b21a1ea3ee730436a9eb80dcbe8bfa709534ff9,216,0.4117647058823529,Bitpaidio,515,0.3529411764705882,BNBX,2115
424,0x985338cbbb006e92c8f229046df8ae06303f97b37e539e6e1bab54f04692ab61,24,0.4117647058823529,Uerii,436,0.3571428571428571,LQDX,1953
3852,0xf47bf790d5ed8ae5323ca8390e5212c3ad2feddc62a10c9d343521bd57918ad8,259,0.4117647058823529,Z123,310,0.3333333333333333,HCT,3217
6496,0x05fabf8dae9f29892562ba415907bc63a727e607e0078207f57d7531515ef039,436,0.4117647058823529,LQDX,59,0.3529411764705882,ATK,535
1171,0xc6caa5ba4dbf4ceb99efbafabf4b3980de1066df8597da9e19d4d86e9caf5546,60,0.4117647058823529,LiFi,230,0.3939393939393939,MBC,196
5994,0x6551d61d88f2d4da4b77bc70401ecfef67bba3fe78cb7925cd24f439b1936b74,417,0.4117647058823529,DKP,168,0.4,MetaDragon,316
5780,0x6f25c2ac49816532691a8c98cd98fa23b7e5b432fea7d6cf31ebe515e5696a3d,399,0.4117647058823529,Bankroll,244,0.3888888888888888,Wdoge,576
4933,0x8d61405366af73c5880a943d165546a1069709148e0f005b6650e6c608884312,344,0.4117647058823529,SCROLL,515,0.3529411764705882,BNBX,480
6495,0xdef88b01e6a2179b8d4147f9cab8e88e9199231a4753bc5d70065e3c4785ab2b,436,0.409090909090909,LQDX,217,0.409090909090909,BDEX,587
2716,0xca28278dcc747c13cb16fbb04f9bdf4079b65a89a771fdd8e82415a52776e38c,164,0.4074074074074074,JokInTheBox,436,0.3703703703703703,LQDX,11507
