id,encoded_trace
PeapodsFinance,"[('Common', 'test'), ('Common', 'loop start'), ('Common', 'approve'), ('Common', 'flash'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'callback'), ('Common', 'approve'), ('Cluster', 'Common Cluster 0'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Cluster', 'Common Cluster 11'), ('Common', 'transfer'), ('Common', 'approve'), ('Cluster', 'Common Cluster 4'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'callback'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'callback'), ('Common', 'transfer')]"
Levyathan,"[('Unique', 'test'), ('Cluster', 'Unique Cluster 11'), ('Common', 'loop start'), ('Unique', 'operat'), ('Common', 'loop stop'), ('Common', 'exec'), ('Common', 'transfer'), ('Unique', 'operat'), ('Cluster', 'Unique Cluster 0'), ('Common', 'transfer'), ('Common', 'mint'), ('Cluster', 'Common Cluster 11'), ('Common', 'loop start'), ('Common', 'withdraw'), ('Common', 'loop stop'), ('Common', 'transfer'), ('Common', 'withdraw'), ('Common', 'transfer')]"
Bacon,"[('Common', 'test'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'call'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'loop start'), ('Cluster', 'Unique Cluster 3'), ('Cluster', 'Unique Cluster 3'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'token'), ('Common', 'loop stop'), ('Common', 'redeem'), ('Common', 'redeem'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'loop stop')]"
EFVault,"[('Common', 'test'), ('Common', 'redeem'), ('Common', 'redeem'), ('Common', 'withdraw'), ('Common', 'withdraw'), ('Common', 'withdraw'), ('Common', 'withdraw'), ('Unique', 'balance'), ('Unique', 'balance'), ('Unique', 'balance'), ('Unique', 'redeem'), ('Unique', 'get'), ('Common', 'exchange'), ('Common', 'redeem'), ('Common', 'loop start'), ('Common', 'redeem'), ('Common', 'redeem'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'withdraw'), ('Common', 'withdraw'), ('Unique', 'balance'), ('Unique', 'balance'), ('Unique', 'balance'), ('Unique', 'redeem'), ('Unique', 'get'), ('Common', 'exchange'), ('Common', 'exchange'), ('Common', 'redeem'), ('Common', 'redeem'), ('Common', 'loop start'), ('Common', 'redeem'), ('Common', 'redeem'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'loop start'), ('Common', 'approve'), ('Common', 'loop stop'), ('Unique', 'swap'), ('Unique', 'swap'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'exchange'), ('Common', 'loop start'), ('Cluster', 'Common Cluster 2'), ('Common', 'loop stop'), ('Common', 'transfer'), ('Cluster', 'Common Cluster 2'), ('Cluster', 'Common Cluster 2'), ('Common', 'loop start'), ('Cluster', 'Common Cluster 2'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer')]"
HCT,"[('Common', 'test'), ('Common', 'flash'), ('Common', 'transfer'), ('Common', 'call'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'loop start'), ('Common', 'burn'), ('Common', 'loop stop'), ('Cluster', 'Common Cluster 0'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'loop stop')]"
SwampFinance,"[('Common', 'test'), ('Common', 'flash'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'call'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'loop start'), ('Common', 'approve'), ('Common', 'loop stop'), ('Cluster', 'Common Cluster 6'), ('Cluster', 'Common Cluster 6'), ('Cluster', 'Common Cluster 6'), ('Common', 'mint'), ('Common', 'mint'), ('Common', 'allow'), ('Common', 'allow'), ('Common', 'allow'), ('Common', 'transfer'), ('Common', 'mint'), ('Common', 'mint'), ('Common', 'mint'), ('Common', 'borrow'), ('Common', 'borrow'), ('Common', 'borrow'), ('Common', 'borrow'), ('Common', 'receive'), ('Common', 'borrow'), ('Common', 'borrow'), ('Common', 'borrow'), ('Common', 'deposit'), ('Common', 'deposit'), ('Common', 'deposit'), ('Common', 'transfer'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Common', 'deposit'), ('Common', 'deposit'), ('Unique', 'deposit'), ('Unique', 'deposit'), ('Common', 'mint'), ('Common', 'mint'), ('Unique', 'mint'), ('Unique', 'mint'), ('Unique', 'transfer'), ('Unique', 'transfer'), ('Unique', 'add'), ('Unique', 'add'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Common', 'accrue'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Common', 'deposit'), ('Common', 'deposit'), ('Common', 'transfer'), ('Unique', 'test'), ('Unique', 'test'), ('Common', 'deposit'), ('Common', 'deposit'), ('Common', 'transfer'), ('Common', 'deposit'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'deposit'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'deposit'), ('Common', 'loop start'), ('Common', 'mint'), ('Common', 'loop stop'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'deposit'), ('Common', 'transfer'), ('Common', 'earn'), ('Common', 'withdraw'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'deposit'), ('Common', 'deposit'), ('Common', 'transfer'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Common', 'deposit'), ('Common', 'deposit'), ('Unique', 'deposit'), ('Unique', 'deposit'), ('Common', 'mint'), ('Common', 'mint'), ('Unique', 'mint'), ('Unique', 'mint'), ('Unique', 'transfer'), ('Unique', 'transfer'), ('Unique', 'add'), ('Unique', 'add'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Common', 'accrue'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Common', 'deposit'), ('Common', 'deposit'), ('Common', 'transfer'), ('Unique', 'test'), ('Unique', 'test'), ('Common', 'deposit'), ('Common', 'deposit'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'deposit'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'deposit'), ('Common', 'transfer'), ('Common', 'withdraw'), ('Common', 'withdraw'), ('Common', 'withdraw'), ('Common', 'withdraw'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Common', 'withdraw'), ('Common', 'withdraw'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Common', 'deposit'), ('Common', 'deposit'), ('Unique', 'deposit'), ('Unique', 'deposit'), ('Common', 'mint'), ('Common', 'mint'), ('Unique', 'mint'), ('Unique', 'mint'), ('Unique', 'transfer'), ('Unique', 'transfer'), ('Unique', 'add'), ('Unique', 'add'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Common', 'accrue'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Unique', 'test'), ('Common', 'withdraw'), ('Common', 'withdraw'), ('Unique', 'test'), ('Unique', 'test'), ('Common', 'withdraw'), ('Common', 'withdraw'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Common', 'withdraw'), ('Common', 'receive'), ('Common', 'repay'), ('Common', 'loop start'), ('Common', 'repay'), ('Common', 'repay'), ('Common', 'repay'), ('Common', 'loop stop'), ('Common', 'redeem'), ('Common', 'redeem'), ('Common', 'redeem'), ('Common', 'redeem'), ('Common', 'redeem'), ('Common', 'transfer'), ('Common', 'redeem'), ('Common', 'redeem'), ('Common', 'redeem'), ('Common', 'transfer'), ('Common', 'transfer')]"
CitadelFinance,"[('Common', 'test'), ('Common', 'approve'), ('Common', 'deposit'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Common', 'flash'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'callback'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'redeem'), ('Common', 'burn'), ('Cluster', 'Non-Meaningful'), ('Cluster', 'Non-Meaningful'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'loop stop')]"
BEVO,"[('Common', 'test'), ('Common', 'approve'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'call'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Cluster', 'Common Cluster 1'), ('Cluster', 'Common Cluster 11'), ('Common', 'transfer'), ('Common', 'transfer'), ('Cluster', 'Common Cluster 1'), ('Common', 'swap'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'loop stop')]"
OSN,"[('Common', 'test'), ('Common', 'flash'), ('Common', 'transfer'), ('Common', 'callback'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'loop start'), ('Common', 'approve'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Cluster', 'Common Cluster 1'), ('Common', 'loop stop'), ('Common', 'liquid'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'balance'), ('Cluster', 'Non-Meaningful'), ('Cluster', 'Common Cluster 1'), ('Common', 'mint'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'transfer'), ('Cluster', 'Common Cluster 1'), ('Common', 'loop stop'), ('Common', 'loop start'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'liquid'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'balance'), ('Cluster', 'Non-Meaningful'), ('Cluster', 'Common Cluster 1'), ('Common', 'mint'), ('Common', 'loop stop'), ('Common', 'loop start'), ('Common', 'transfer'), ('Unique', 'add'), ('Common', 'liquid'), ('Common', 'transfer'), ('Common', 'burn'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'balance'), ('Cluster', 'Non-Meaningful'), ('Cluster', 'Common Cluster 1'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Common', 'liquid'), ('Common', 'transfer'), ('Common', 'burn'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'balance'), ('Cluster', 'Non-Meaningful'), ('Cluster', 'Common Cluster 1'), ('Common', 'approve'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Cluster', 'Common Cluster 1'), ('Common', 'loop start'), ('Common', 'approve'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'transfer'), ('Cluster', 'Unique Cluster 15'), ('Cluster', 'Common Cluster 0'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Cluster', 'Unique Cluster 15'), ('Cluster', 'Common Cluster 1'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Cluster', 'Common Cluster 1'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'transfer'), ('Cluster', 'Unique Cluster 15'), ('Cluster', 'Common Cluster 0'), ('Cluster', 'Common Cluster 1'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Cluster', 'Common Cluster 1'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Common', 'approve'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'transfer'), ('Cluster', 'Unique Cluster 15'), ('Cluster', 'Common Cluster 0'), ('Cluster', 'Common Cluster 1'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Cluster', 'Common Cluster 1'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'transfer'), ('Cluster', 'Unique Cluster 15'), ('Cluster', 'Common Cluster 0'), ('Cluster', 'Common Cluster 1'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Cluster', 'Common Cluster 1'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'transfer'), ('Cluster', 'Unique Cluster 15'), ('Cluster', 'Common Cluster 0'), ('Cluster', 'Common Cluster 1'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Cluster', 'Common Cluster 1'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'transfer'), ('Cluster', 'Unique Cluster 15'), ('Cluster', 'Common Cluster 0'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Cluster', 'Unique Cluster 15'), ('Cluster', 'Common Cluster 1'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Cluster', 'Common Cluster 1'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'transfer'), ('Cluster', 'Unique Cluster 15'), ('Cluster', 'Common Cluster 0'), ('Cluster', 'Common Cluster 1'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Cluster', 'Common Cluster 1'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'transfer'), ('Cluster', 'Unique Cluster 15'), ('Cluster', 'Common Cluster 0'), ('Cluster', 'Common Cluster 1'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'loop start'), ('Common', 'transfer'), ('Cluster', 'Unique Cluster 1'), ('Common', 'liquid'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'balance'), ('Cluster', 'Non-Meaningful'), ('Common', 'transfer'), ('Cluster', 'Common Cluster 1'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'mint'), ('Common', 'loop stop'), ('Common', 'transfer'), ('Cluster', 'Unique Cluster 1'), ('Common', 'liquid'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'balance'), ('Cluster', 'Non-Meaningful'), ('Common', 'transfer'), ('Cluster', 'Common Cluster 1'), ('Common', 'transfer'), ('Common', 'loop start'), ('Common', 'mint'), ('Common', 'transfer'), ('Cluster', 'Unique Cluster 1'), ('Common', 'liquid'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'balance'), ('Cluster', 'Non-Meaningful'), ('Common', 'transfer'), ('Cluster', 'Common Cluster 1'), ('Common', 'loop stop'), ('Common', 'mint'), ('Common', 'transfer'), ('Common', 'transfer')]"
pSeudoEth,"[('Common', 'test'), ('Common', 'flash'), ('Common', 'transfer'), ('Common', 'flash'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Common', 'loop start'), ('Cluster', 'Common Cluster 11'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'loop stop')]"
Upswing,"[('Common', 'test'), ('Common', 'approve'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'loop start'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Common', 'loop start'), ('Cluster', 'Common Cluster 11'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Unique', 'test'), ('Cluster', 'Common Cluster 0'), ('Common', 'approve'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer')]"
GYMNET,"[('Common', 'test'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'call'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'liquid'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'mint'), ('Common', 'loop start'), ('Common', 'fee'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'approve'), ('Common', 'approve'), ('Common', 'fee'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'swap'), ('Common', 'transfer'), ('Common', 'loop stop'), ('Common', 'liquid'), ('Common', 'transfer'), ('Common', 'burn'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer'), ('Common', 'transfer')]"
